,state,State Name,disease,Number of Smallpox Cases,"Smallpox Incidence Per 100,000 People",year,number_week
8034,OR,OREGON,SMALLPOX,31,3.21,1931,17
8035,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1931,17
8036,RI,RHODE ISLAND,SMALLPOX,0,0.0,1931,17
8037,SC,SOUTH CAROLINA,SMALLPOX,0,0.0,1931,17
8038,SD,SOUTH DAKOTA,SMALLPOX,11,1.59,1931,17
8039,TN,TENNESSEE,SMALLPOX,7,0.26,1931,17
8040,TX,TEXAS,SMALLPOX,84,1.42,1931,17
8041,UT,UTAH,SMALLPOX,0,0.0,1931,17
8042,VT,VERMONT,SMALLPOX,0,0.0,1931,17
8043,WA,WASHINGTON,SMALLPOX,43,2.72,1931,17
8044,WI,WISCONSIN,SMALLPOX,0,0.0,1931,17
8045,WV,WEST VIRGINIA,SMALLPOX,3,0.17,1931,17
8046,WY,WYOMING,SMALLPOX,2,0.87,1931,17
8047,AL,ALABAMA,SMALLPOX,10,0.38,1931,18
8048,AR,ARKANSAS,SMALLPOX,7,0.38,1931,18
8049,AZ,ARIZONA,SMALLPOX,0,0.0,1931,18
8050,CA,CALIFORNIA,SMALLPOX,28,0.48,1931,18
8051,CO,COLORADO,SMALLPOX,6,0.57,1931,18
8052,CT,CONNECTICUT,SMALLPOX,0,0.0,1931,18
8053,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1931,18
8054,DE,DELAWARE,SMALLPOX,0,0.0,1931,18
8055,FL,FLORIDA,SMALLPOX,3,0.2,1931,18
8056,GA,GEORGIA,SMALLPOX,0,0.0,1931,18
8057,IA,IOWA,SMALLPOX,68,2.74,1931,18
8058,ID,IDAHO,SMALLPOX,2,0.44,1931,18
8059,IL,ILLINOIS,SMALLPOX,49,0.64,1931,18
8060,IN,INDIANA,SMALLPOX,135,4.14,1931,18
8061,KS,KANSAS,SMALLPOX,71,3.77,1931,18
8062,KY,KENTUCKY,SMALLPOX,24,0.9,1931,18
8063,LA,LOUISIANA,SMALLPOX,19,0.89,1931,18
8064,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1931,18
8065,MD,MARYLAND,SMALLPOX,0,0.0,1931,18
8066,ME,MAINE,SMALLPOX,0,0.0,1931,18
8067,MI,MICHIGAN,SMALLPOX,14,0.29,1931,18
8068,MN,MINNESOTA,SMALLPOX,10,0.38,1931,18
8069,MO,MISSOURI,SMALLPOX,29,0.78,1931,18
8070,MS,MISSISSIPPI,SMALLPOX,25,1.25,1931,18
8071,MT,MONTANA,SMALLPOX,1,0.19,1931,18
8072,NC,NORTH CAROLINA,SMALLPOX,7,0.22,1931,18
8073,ND,NORTH DAKOTA,SMALLPOX,9,1.32,1931,18
8074,NE,NEBRASKA,SMALLPOX,33,2.38,1931,18
8075,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1931,18
8076,NJ,NEW JERSEY,SMALLPOX,0,0.0,1931,18
8077,NM,NEW MEXICO,SMALLPOX,4,0.92,1931,18
8078,NY,NEW YORK,SMALLPOX,12,0.09,1931,18
8079,OH,OHIO,SMALLPOX,37,0.55,1931,18
8080,OK,OKLAHOMA,SMALLPOX,74,3.08,1931,18
8081,OR,OREGON,SMALLPOX,7,0.72,1931,18
8082,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1931,18
8083,RI,RHODE ISLAND,SMALLPOX,0,0.0,1931,18
8084,SC,SOUTH CAROLINA,SMALLPOX,0,0.0,1931,18
8085,SD,SOUTH DAKOTA,SMALLPOX,15,2.16,1931,18
8086,TN,TENNESSEE,SMALLPOX,2,0.08,1931,18
8087,TX,TEXAS,SMALLPOX,35,0.59,1931,18
8088,UT,UTAH,SMALLPOX,0,0.0,1931,18
8089,VT,VERMONT,SMALLPOX,2,0.56,1931,18
8090,WA,WASHINGTON,SMALLPOX,29,1.83,1931,18
8091,WI,WISCONSIN,SMALLPOX,11,0.37,1931,18
8092,WV,WEST VIRGINIA,SMALLPOX,6,0.34,1931,18
8093,WY,WYOMING,SMALLPOX,0,0.0,1931,18
8094,AL,ALABAMA,SMALLPOX,11,0.42,1931,19
8095,AR,ARKANSAS,SMALLPOX,43,2.33,1931,19
8096,AZ,ARIZONA,SMALLPOX,0,0.0,1931,19
8097,CA,CALIFORNIA,SMALLPOX,27,0.46,1931,19
8098,CO,COLORADO,SMALLPOX,5,0.47,1931,19
8099,CT,CONNECTICUT,SMALLPOX,0,0.0,1931,19
8100,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1931,19
8101,DE,DELAWARE,SMALLPOX,0,0.0,1931,19
8102,FL,FLORIDA,SMALLPOX,2,0.13,1931,19
8103,GA,GEORGIA,SMALLPOX,0,0.0,1931,19
8104,IA,IOWA,SMALLPOX,71,2.86,1931,19
8105,ID,IDAHO,SMALLPOX,1,0.22,1931,19
8106,IL,ILLINOIS,SMALLPOX,94,1.22,1931,19
8107,IN,INDIANA,SMALLPOX,138,4.24,1931,19
8108,KS,KANSAS,SMALLPOX,75,3.99,1931,19
8109,KY,KENTUCKY,SMALLPOX,36,1.36,1931,19
8110,LA,LOUISIANA,SMALLPOX,18,0.85,1931,19
8111,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1931,19
8112,MD,MARYLAND,SMALLPOX,0,0.0,1931,19
8113,ME,MAINE,SMALLPOX,0,0.0,1931,19
8114,MI,MICHIGAN,SMALLPOX,27,0.56,1931,19
8115,MN,MINNESOTA,SMALLPOX,6,0.23,1931,19
8116,MO,MISSOURI,SMALLPOX,29,0.78,1931,19
8117,MS,MISSISSIPPI,SMALLPOX,28,1.4,1931,19
8118,MT,MONTANA,SMALLPOX,1,0.19,1931,19
8119,NC,NORTH CAROLINA,SMALLPOX,1,0.03,1931,19
8120,ND,NORTH DAKOTA,SMALLPOX,3,0.44,1931,19
8121,NE,NEBRASKA,SMALLPOX,64,4.62,1931,19
8122,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1931,19
8123,NJ,NEW JERSEY,SMALLPOX,0,0.0,1931,19
8124,NM,NEW MEXICO,SMALLPOX,2,0.46,1931,19
8125,NY,NEW YORK,SMALLPOX,3,0.02,1931,19
8126,OH,OHIO,SMALLPOX,29,0.43,1931,19
8127,OK,OKLAHOMA,SMALLPOX,46,1.91,1931,19
8128,OR,OREGON,SMALLPOX,18,1.86,1931,19
8129,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1931,19
8130,RI,RHODE ISLAND,SMALLPOX,0,0.0,1931,19
8131,SC,SOUTH CAROLINA,SMALLPOX,0,0.0,1931,19
8132,SD,SOUTH DAKOTA,SMALLPOX,9,1.3,1931,19
8133,TN,TENNESSEE,SMALLPOX,7,0.26,1931,19
8134,TX,TEXAS,SMALLPOX,49,0.83,1931,19
8135,UT,UTAH,SMALLPOX,0,0.0,1931,19
8136,VT,VERMONT,SMALLPOX,0,0.0,1931,19
8137,WA,WASHINGTON,SMALLPOX,18,1.14,1931,19
8138,WI,WISCONSIN,SMALLPOX,15,0.5,1931,19
8139,WV,WEST VIRGINIA,SMALLPOX,3,0.17,1931,19
8140,WY,WYOMING,SMALLPOX,1,0.44,1931,19
8141,AL,ALABAMA,SMALLPOX,6,0.23,1931,20
8142,AR,ARKANSAS,SMALLPOX,33,1.79,1931,20
8143,AZ,ARIZONA,SMALLPOX,0,0.0,1931,20
8144,CA,CALIFORNIA,SMALLPOX,21,0.36,1931,20
8145,CO,COLORADO,SMALLPOX,6,0.57,1931,20
8146,CT,CONNECTICUT,SMALLPOX,0,0.0,1931,20
8147,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1931,20
8148,DE,DELAWARE,SMALLPOX,0,0.0,1931,20
8149,FL,FLORIDA,SMALLPOX,0,0.0,1931,20
8150,GA,GEORGIA,SMALLPOX,0,0.0,1931,20
8151,IA,IOWA,SMALLPOX,57,2.3,1931,20
8152,ID,IDAHO,SMALLPOX,1,0.22,1931,20
8153,IL,ILLINOIS,SMALLPOX,75,0.98,1931,20
8154,IN,INDIANA,SMALLPOX,98,3.01,1931,20
8155,KS,KANSAS,SMALLPOX,74,3.93,1931,20
8156,KY,KENTUCKY,SMALLPOX,4,0.15,1931,20
8157,LA,LOUISIANA,SMALLPOX,12,0.56,1931,20
8158,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1931,20
8159,MD,MARYLAND,SMALLPOX,0,0.0,1931,20
8160,ME,MAINE,SMALLPOX,0,0.0,1931,20
8161,MI,MICHIGAN,SMALLPOX,26,0.54,1931,20
8162,MN,MINNESOTA,SMALLPOX,5,0.19,1931,20
8163,MO,MISSOURI,SMALLPOX,24,0.65,1931,20
8164,MS,MISSISSIPPI,SMALLPOX,37,1.86,1931,20
8165,MT,MONTANA,SMALLPOX,1,0.19,1931,20
8166,NC,NORTH CAROLINA,SMALLPOX,0,0.0,1931,20
8167,ND,NORTH DAKOTA,SMALLPOX,6,0.88,1931,20
8168,NE,NEBRASKA,SMALLPOX,24,1.73,1931,20
8169,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1931,20
8170,NJ,NEW JERSEY,SMALLPOX,6,0.15,1931,20
8171,NM,NEW MEXICO,SMALLPOX,1,0.23,1931,20
8172,NY,NEW YORK,SMALLPOX,7,0.05,1931,20
8173,OH,OHIO,SMALLPOX,46,0.69,1931,20
8174,OK,OKLAHOMA,SMALLPOX,62,2.58,1931,20
8175,OR,OREGON,SMALLPOX,19,1.97,1931,20
8176,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1931,20
8177,RI,RHODE ISLAND,SMALLPOX,0,0.0,1931,20
8178,SC,SOUTH CAROLINA,SMALLPOX,6,0.34,1931,20
8179,SD,SOUTH DAKOTA,SMALLPOX,16,2.31,1931,20
8180,TN,TENNESSEE,SMALLPOX,9,0.34,1931,20
8181,TX,TEXAS,SMALLPOX,40,0.68,1931,20
8182,UT,UTAH,SMALLPOX,1,0.19,1931,20
8183,VT,VERMONT,SMALLPOX,5,1.39,1931,20
8184,WA,WASHINGTON,SMALLPOX,26,1.64,1931,20
8185,WI,WISCONSIN,SMALLPOX,2,0.07,1931,20
8186,WV,WEST VIRGINIA,SMALLPOX,8,0.46,1931,20
8187,WY,WYOMING,SMALLPOX,1,0.44,1931,20
8188,AL,ALABAMA,SMALLPOX,2,0.08,1931,21
8189,AR,ARKANSAS,SMALLPOX,23,1.24,1931,21
8190,AZ,ARIZONA,SMALLPOX,0,0.0,1931,21
8191,CA,CALIFORNIA,SMALLPOX,7,0.12,1931,21
8192,CO,COLORADO,SMALLPOX,0,0.0,1931,21
8193,CT,CONNECTICUT,SMALLPOX,0,0.0,1931,21
8194,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1931,21
8195,DE,DELAWARE,SMALLPOX,0,0.0,1931,21
8196,FL,FLORIDA,SMALLPOX,0,0.0,1931,21
8197,GA,GEORGIA,SMALLPOX,0,0.0,1931,21
8198,IA,IOWA,SMALLPOX,69,2.78,1931,21
8199,ID,IDAHO,SMALLPOX,0,0.0,1931,21
8200,IL,ILLINOIS,SMALLPOX,74,0.96,1931,21
8201,IN,INDIANA,SMALLPOX,98,3.01,1931,21
8202,KS,KANSAS,SMALLPOX,49,2.6,1931,21
8203,KY,KENTUCKY,SMALLPOX,7,0.26,1931,21
8204,LA,LOUISIANA,SMALLPOX,19,0.89,1931,21
8205,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1931,21
8206,MD,MARYLAND,SMALLPOX,0,0.0,1931,21
8207,ME,MAINE,SMALLPOX,0,0.0,1931,21
8208,MI,MICHIGAN,SMALLPOX,11,0.23,1931,21
8209,MN,MINNESOTA,SMALLPOX,7,0.27,1931,21
8210,MO,MISSOURI,SMALLPOX,32,0.86,1931,21
8211,MS,MISSISSIPPI,SMALLPOX,34,1.71,1931,21
8212,MT,MONTANA,SMALLPOX,2,0.37,1931,21
8213,NC,NORTH CAROLINA,SMALLPOX,4,0.13,1931,21
8214,ND,NORTH DAKOTA,SMALLPOX,0,0.0,1931,21
8215,NE,NEBRASKA,SMALLPOX,46,3.32,1931,21
8216,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1931,21
8217,NJ,NEW JERSEY,SMALLPOX,0,0.0,1931,21
8218,NM,NEW MEXICO,SMALLPOX,4,0.92,1931,21
8219,NY,NEW YORK,SMALLPOX,9,0.07,1931,21
8220,OH,OHIO,SMALLPOX,58,0.87,1931,21
8221,OK,OKLAHOMA,SMALLPOX,44,1.83,1931,21
8222,OR,OREGON,SMALLPOX,18,1.86,1931,21
8223,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1931,21
8224,RI,RHODE ISLAND,SMALLPOX,0,0.0,1931,21
8225,SC,SOUTH CAROLINA,SMALLPOX,0,0.0,1931,21
8226,SD,SOUTH DAKOTA,SMALLPOX,9,1.3,1931,21
8227,TN,TENNESSEE,SMALLPOX,0,0.0,1931,21
8228,TX,TEXAS,SMALLPOX,27,0.46,1931,21
8229,UT,UTAH,SMALLPOX,0,0.0,1931,21
8230,VT,VERMONT,SMALLPOX,1,0.28,1931,21
8231,WA,WASHINGTON,SMALLPOX,16,1.01,1931,21
8232,WI,WISCONSIN,SMALLPOX,80,2.68,1931,21
8233,WV,WEST VIRGINIA,SMALLPOX,3,0.17,1931,21
8234,WY,WYOMING,SMALLPOX,0,0.0,1931,21
8235,AL,ALABAMA,SMALLPOX,28,1.06,1931,22
8236,AR,ARKANSAS,SMALLPOX,31,1.68,1931,22
8237,AZ,ARIZONA,SMALLPOX,2,0.47,1931,22
8238,CA,CALIFORNIA,SMALLPOX,24,0.41,1931,22
8239,CO,COLORADO,SMALLPOX,22,2.08,1931,22
8240,CT,CONNECTICUT,SMALLPOX,0,0.0,1931,22
8241,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1931,22
8242,DE,DELAWARE,SMALLPOX,0,0.0,1931,22
8243,FL,FLORIDA,SMALLPOX,0,0.0,1931,22
8244,GA,GEORGIA,SMALLPOX,0,0.0,1931,22
8245,IA,IOWA,SMALLPOX,64,2.58,1931,22
8246,ID,IDAHO,SMALLPOX,2,0.44,1931,22
8247,IL,ILLINOIS,SMALLPOX,29,0.38,1931,22
8248,IN,INDIANA,SMALLPOX,121,3.72,1931,22
8249,KS,KANSAS,SMALLPOX,57,3.03,1931,22
8250,KY,KENTUCKY,SMALLPOX,5,0.19,1931,22
8251,LA,LOUISIANA,SMALLPOX,27,1.27,1931,22
8252,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1931,22
8253,MD,MARYLAND,SMALLPOX,0,0.0,1931,22
8254,ME,MAINE,SMALLPOX,0,0.0,1931,22
8255,MI,MICHIGAN,SMALLPOX,17,0.35,1931,22
8256,MN,MINNESOTA,SMALLPOX,11,0.42,1931,22
8257,MO,MISSOURI,SMALLPOX,51,1.37,1931,22
8258,MS,MISSISSIPPI,SMALLPOX,37,1.86,1931,22
8259,MT,MONTANA,SMALLPOX,0,0.0,1931,22
8260,NC,NORTH CAROLINA,SMALLPOX,4,0.13,1931,22
8261,ND,NORTH DAKOTA,SMALLPOX,16,2.35,1931,22
8262,NE,NEBRASKA,SMALLPOX,30,2.17,1931,22
8263,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1931,22
8264,NJ,NEW JERSEY,SMALLPOX,0,0.0,1931,22
8265,NM,NEW MEXICO,SMALLPOX,0,0.0,1931,22
8266,NY,NEW YORK,SMALLPOX,5,0.04,1931,22
8267,OH,OHIO,SMALLPOX,17,0.25,1931,22
8268,OK,OKLAHOMA,SMALLPOX,81,3.37,1931,22
8269,OR,OREGON,SMALLPOX,23,2.38,1931,22
8270,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1931,22
8271,RI,RHODE ISLAND,SMALLPOX,0,0.0,1931,22
8272,SC,SOUTH CAROLINA,SMALLPOX,7,0.4,1931,22
8273,SD,SOUTH DAKOTA,SMALLPOX,19,2.74,1931,22
8274,TN,TENNESSEE,SMALLPOX,25,0.94,1931,22
8275,TX,TEXAS,SMALLPOX,79,1.34,1931,22
8276,UT,UTAH,SMALLPOX,0,0.0,1931,22
8277,VT,VERMONT,SMALLPOX,4,1.11,1931,22
8278,WA,WASHINGTON,SMALLPOX,21,1.33,1931,22
8279,WI,WISCONSIN,SMALLPOX,6,0.2,1931,22
8280,WV,WEST VIRGINIA,SMALLPOX,7,0.4,1931,22
8281,WY,WYOMING,SMALLPOX,0,0.0,1931,22
8282,AL,ALABAMA,SMALLPOX,3,0.11,1931,23
8283,AR,ARKANSAS,SMALLPOX,40,2.16,1931,23
8284,AZ,ARIZONA,SMALLPOX,0,0.0,1931,23
8285,CA,CALIFORNIA,SMALLPOX,17,0.29,1931,23
8286,CO,COLORADO,SMALLPOX,0,0.0,1931,23
8287,CT,CONNECTICUT,SMALLPOX,0,0.0,1931,23
8288,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1931,23
8289,DE,DELAWARE,SMALLPOX,0,0.0,1931,23
8290,FL,FLORIDA,SMALLPOX,0,0.0,1931,23
8291,GA,GEORGIA,SMALLPOX,0,0.0,1931,23
8292,IA,IOWA,SMALLPOX,61,2.46,1931,23
8293,ID,IDAHO,SMALLPOX,1,0.22,1931,23
8294,IL,ILLINOIS,SMALLPOX,60,0.78,1931,23
8295,IN,INDIANA,SMALLPOX,101,3.1,1931,23
8296,KS,KANSAS,SMALLPOX,64,3.4,1931,23
8297,KY,KENTUCKY,SMALLPOX,24,0.9,1931,23
8298,LA,LOUISIANA,SMALLPOX,17,0.8,1931,23
8299,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1931,23
8300,MD,MARYLAND,SMALLPOX,0,0.0,1931,23
8301,ME,MAINE,SMALLPOX,0,0.0,1931,23
8302,MI,MICHIGAN,SMALLPOX,30,0.63,1931,23
8303,MN,MINNESOTA,SMALLPOX,5,0.19,1931,23
8304,MO,MISSOURI,SMALLPOX,37,1.0,1931,23
8305,MS,MISSISSIPPI,SMALLPOX,17,0.85,1931,23
8306,MT,MONTANA,SMALLPOX,7,1.3,1931,23
8307,NC,NORTH CAROLINA,SMALLPOX,1,0.03,1931,23
8308,ND,NORTH DAKOTA,SMALLPOX,7,1.03,1931,23
8309,NE,NEBRASKA,SMALLPOX,20,1.45,1931,23
8310,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1931,23
8311,NJ,NEW JERSEY,SMALLPOX,0,0.0,1931,23
8312,NM,NEW MEXICO,SMALLPOX,0,0.0,1931,23
8313,NY,NEW YORK,SMALLPOX,3,0.02,1931,23
8314,OH,OHIO,SMALLPOX,20,0.3,1931,23
8315,OK,OKLAHOMA,SMALLPOX,56,2.33,1931,23
8316,OR,OREGON,SMALLPOX,12,1.24,1931,23
8317,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1931,23
8318,RI,RHODE ISLAND,SMALLPOX,0,0.0,1931,23
8319,SC,SOUTH CAROLINA,SMALLPOX,2,0.11,1931,23
8320,SD,SOUTH DAKOTA,SMALLPOX,2,0.29,1931,23
8321,TN,TENNESSEE,SMALLPOX,4,0.15,1931,23
8322,TX,TEXAS,SMALLPOX,135,2.29,1931,23
8323,UT,UTAH,SMALLPOX,1,0.19,1931,23
8324,VT,VERMONT,SMALLPOX,8,2.23,1931,23
8325,WA,WASHINGTON,SMALLPOX,26,1.64,1931,23
8326,WI,WISCONSIN,SMALLPOX,6,0.2,1931,23
8327,WV,WEST VIRGINIA,SMALLPOX,3,0.17,1931,23
8328,WY,WYOMING,SMALLPOX,0,0.0,1931,23
8329,AL,ALABAMA,SMALLPOX,8,0.3,1931,24
8330,AR,ARKANSAS,SMALLPOX,14,0.76,1931,24
8331,AZ,ARIZONA,SMALLPOX,1,0.23,1931,24
8332,CA,CALIFORNIA,SMALLPOX,12,0.21,1931,24
8333,CO,COLORADO,SMALLPOX,33,3.12,1931,24
8334,CT,CONNECTICUT,SMALLPOX,0,0.0,1931,24
8335,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1931,24
8336,DE,DELAWARE,SMALLPOX,0,0.0,1931,24
8337,FL,FLORIDA,SMALLPOX,0,0.0,1931,24
8338,GA,GEORGIA,SMALLPOX,0,0.0,1931,24
8339,IA,IOWA,SMALLPOX,42,1.69,1931,24
8340,ID,IDAHO,SMALLPOX,5,1.1,1931,24
8341,IL,ILLINOIS,SMALLPOX,60,0.78,1931,24
8342,IN,INDIANA,SMALLPOX,66,2.03,1931,24
8343,KS,KANSAS,SMALLPOX,77,4.09,1931,24
8344,KY,KENTUCKY,SMALLPOX,0,0.0,1931,24
8345,LA,LOUISIANA,SMALLPOX,9,0.42,1931,24
8346,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1931,24
8347,MD,MARYLAND,SMALLPOX,0,0.0,1931,24
8348,ME,MAINE,SMALLPOX,0,0.0,1931,24
8349,MI,MICHIGAN,SMALLPOX,18,0.38,1931,24
8350,MN,MINNESOTA,SMALLPOX,6,0.23,1931,24
8351,MO,MISSOURI,SMALLPOX,26,0.7,1931,24
8352,MS,MISSISSIPPI,SMALLPOX,22,1.1,1931,24
8353,MT,MONTANA,SMALLPOX,3,0.56,1931,24
8354,NC,NORTH CAROLINA,SMALLPOX,1,0.03,1931,24
8355,ND,NORTH DAKOTA,SMALLPOX,3,0.44,1931,24
8356,NE,NEBRASKA,SMALLPOX,18,1.3,1931,24
8357,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1931,24
8358,NJ,NEW JERSEY,SMALLPOX,0,0.0,1931,24
8359,NM,NEW MEXICO,SMALLPOX,1,0.23,1931,24
8360,NY,NEW YORK,SMALLPOX,11,0.09,1931,24
8361,OH,OHIO,SMALLPOX,23,0.34,1931,24
8362,OK,OKLAHOMA,SMALLPOX,43,1.79,1931,24
8363,OR,OREGON,SMALLPOX,11,1.14,1931,24
8364,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1931,24
8365,RI,RHODE ISLAND,SMALLPOX,0,0.0,1931,24
8366,SC,SOUTH CAROLINA,SMALLPOX,5,0.29,1931,24
8367,SD,SOUTH DAKOTA,SMALLPOX,17,2.45,1931,24
8368,TN,TENNESSEE,SMALLPOX,1,0.04,1931,24
8369,TX,TEXAS,SMALLPOX,20,0.34,1931,24
8370,UT,UTAH,SMALLPOX,0,0.0,1931,24
8371,VT,VERMONT,SMALLPOX,10,2.79,1931,24
8372,WA,WASHINGTON,SMALLPOX,17,1.08,1931,24
8373,WI,WISCONSIN,SMALLPOX,6,0.2,1931,24
8374,WV,WEST VIRGINIA,SMALLPOX,0,0.0,1931,24
8375,WY,WYOMING,SMALLPOX,0,0.0,1931,24
8376,AL,ALABAMA,SMALLPOX,6,0.23,1931,25
8377,AR,ARKANSAS,SMALLPOX,14,0.76,1931,25
8378,AZ,ARIZONA,SMALLPOX,1,0.23,1931,25
8379,CA,CALIFORNIA,SMALLPOX,17,0.29,1931,25
8380,CO,COLORADO,SMALLPOX,5,0.47,1931,25
8381,CT,CONNECTICUT,SMALLPOX,0,0.0,1931,25
8382,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1931,25
8383,DE,DELAWARE,SMALLPOX,0,0.0,1931,25
8384,FL,FLORIDA,SMALLPOX,0,0.0,1931,25
8385,GA,GEORGIA,SMALLPOX,0,0.0,1931,25
8386,IA,IOWA,SMALLPOX,14,0.56,1931,25
8387,ID,IDAHO,SMALLPOX,6,1.32,1931,25
8388,IL,ILLINOIS,SMALLPOX,51,0.66,1931,25
8389,IN,INDIANA,SMALLPOX,62,1.9,1931,25
8390,KS,KANSAS,SMALLPOX,59,3.14,1931,25
8391,KY,KENTUCKY,SMALLPOX,4,0.15,1931,25
8392,LA,LOUISIANA,SMALLPOX,2,0.09,1931,25
8393,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1931,25
8394,MD,MARYLAND,SMALLPOX,0,0.0,1931,25
8395,ME,MAINE,SMALLPOX,0,0.0,1931,25
8396,MI,MICHIGAN,SMALLPOX,13,0.27,1931,25
8397,MN,MINNESOTA,SMALLPOX,5,0.19,1931,25
8398,MO,MISSOURI,SMALLPOX,9,0.24,1931,25
8399,MS,MISSISSIPPI,SMALLPOX,20,1.0,1931,25
8400,MT,MONTANA,SMALLPOX,3,0.56,1931,25
8401,NC,NORTH CAROLINA,SMALLPOX,0,0.0,1931,25
8402,ND,NORTH DAKOTA,SMALLPOX,19,2.79,1931,25
8403,NE,NEBRASKA,SMALLPOX,12,0.87,1931,25
8404,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1931,25
8405,NJ,NEW JERSEY,SMALLPOX,0,0.0,1931,25
8406,NM,NEW MEXICO,SMALLPOX,0,0.0,1931,25
8407,NY,NEW YORK,SMALLPOX,15,0.12,1931,25
8408,OH,OHIO,SMALLPOX,32,0.48,1931,25
8409,OK,OKLAHOMA,SMALLPOX,45,1.87,1931,25
8410,OR,OREGON,SMALLPOX,9,0.93,1931,25
8411,PA,PENNSYLVANIA,SMALLPOX,1,0.01,1931,25
8412,RI,RHODE ISLAND,SMALLPOX,0,0.0,1931,25
8413,SC,SOUTH CAROLINA,SMALLPOX,4,0.23,1931,25
8414,SD,SOUTH DAKOTA,SMALLPOX,4,0.58,1931,25
8415,TN,TENNESSEE,SMALLPOX,2,0.08,1931,25
8416,TX,TEXAS,SMALLPOX,7,0.12,1931,25
8417,UT,UTAH,SMALLPOX,0,0.0,1931,25
8418,VT,VERMONT,SMALLPOX,12,3.34,1931,25
8419,WA,WASHINGTON,SMALLPOX,8,0.51,1931,25
8420,WI,WISCONSIN,SMALLPOX,4,0.13,1931,25
8421,WV,WEST VIRGINIA,SMALLPOX,4,0.23,1931,25
8422,WY,WYOMING,SMALLPOX,1,0.44,1931,25
8423,AL,ALABAMA,SMALLPOX,9,0.34,1931,26
8424,AR,ARKANSAS,SMALLPOX,14,0.76,1931,26
8425,AZ,ARIZONA,SMALLPOX,0,0.0,1931,26
8426,CA,CALIFORNIA,SMALLPOX,8,0.14,1931,26
8427,CO,COLORADO,SMALLPOX,11,1.04,1931,26
8428,CT,CONNECTICUT,SMALLPOX,0,0.0,1931,26
8429,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1931,26
8430,DE,DELAWARE,SMALLPOX,0,0.0,1931,26
8431,FL,FLORIDA,SMALLPOX,0,0.0,1931,26
8432,GA,GEORGIA,SMALLPOX,4,0.14,1931,26
8433,IA,IOWA,SMALLPOX,36,1.45,1931,26
8434,ID,IDAHO,SMALLPOX,3,0.66,1931,26
8435,IL,ILLINOIS,SMALLPOX,27,0.35,1931,26
8436,IN,INDIANA,SMALLPOX,72,2.21,1931,26
8437,KS,KANSAS,SMALLPOX,20,1.06,1931,26
8438,KY,KENTUCKY,SMALLPOX,8,0.3,1931,26
8439,LA,LOUISIANA,SMALLPOX,25,1.18,1931,26
8440,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1931,26
8441,MD,MARYLAND,SMALLPOX,0,0.0,1931,26
8442,ME,MAINE,SMALLPOX,0,0.0,1931,26
8443,MI,MICHIGAN,SMALLPOX,13,0.27,1931,26
8444,MN,MINNESOTA,SMALLPOX,3,0.11,1931,26
8445,MO,MISSOURI,SMALLPOX,6,0.16,1931,26
8446,MS,MISSISSIPPI,SMALLPOX,15,0.75,1931,26
8447,MT,MONTANA,SMALLPOX,1,0.19,1931,26
8448,NC,NORTH CAROLINA,SMALLPOX,1,0.03,1931,26
8449,ND,NORTH DAKOTA,SMALLPOX,9,1.32,1931,26
8450,NE,NEBRASKA,SMALLPOX,7,0.51,1931,26
8451,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1931,26
8452,NJ,NEW JERSEY,SMALLPOX,1,0.02,1931,26
8453,NM,NEW MEXICO,SMALLPOX,1,0.23,1931,26
