,state,State Name,disease,Number of Rubella Cases,"Rubella Incidence Per 100,000 People",year,number_week
9956,IN,INDIANA,RUBELLA,76,1.43,1971,15
9957,KS,KANSAS,RUBELLA,17,0.75,1971,15
9958,KY,KENTUCKY,RUBELLA,57,1.71,1971,15
9959,LA,LOUISIANA,RUBELLA,97,2.58,1971,15
9960,MA,MASSACHUSETTS,RUBELLA,33,0.57,1971,15
9961,MD,MARYLAND,RUBELLA,4,0.1,1971,15
9962,ME,MAINE,RUBELLA,4,0.39,1971,15
9963,MI,MICHIGAN,RUBELLA,110,1.22,1971,15
9964,MN,MINNESOTA,RUBELLA,2,0.05,1971,15
9965,MO,MISSOURI,RUBELLA,8,0.17,1971,15
9966,MS,MISSISSIPPI,RUBELLA,6,0.26,1971,15
9967,MT,MONTANA,RUBELLA,2,0.28,1971,15
9968,NC,NORTH CAROLINA,RUBELLA,0,0.0,1971,15
9969,ND,NORTH DAKOTA,RUBELLA,22,3.49,1971,15
9970,NE,NEBRASKA,RUBELLA,1,0.07,1971,15
9971,NH,NEW HAMPSHIRE,RUBELLA,1,0.13,1971,15
9972,NJ,NEW JERSEY,RUBELLA,81,1.1,1971,15
9973,NM,NEW MEXICO,RUBELLA,0,0.0,1971,15
9974,NV,NEVADA,RUBELLA,0,0.0,1971,15
9975,NY,NEW YORK,RUBELLA,30,0.16,1971,15
9976,OH,OHIO,RUBELLA,21,0.2,1971,15
9977,OK,OKLAHOMA,RUBELLA,0,0.0,1971,15
9978,OR,OREGON,RUBELLA,50,2.28,1971,15
9979,PA,PENNSYLVANIA,RUBELLA,35,0.29,1971,15
9980,RI,RHODE ISLAND,RUBELLA,8,0.82,1971,15
9981,SC,SOUTH CAROLINA,RUBELLA,62,2.28,1971,15
9982,SD,SOUTH DAKOTA,RUBELLA,1,0.15,1971,15
9983,TN,TENNESSEE,RUBELLA,41,1.0,1971,15
9984,TX,TEXAS,RUBELLA,238,2.02,1971,15
9985,UT,UTAH,RUBELLA,1,0.09,1971,15
9986,VA,VIRGINIA,RUBELLA,13,0.27,1971,15
9987,VT,VERMONT,RUBELLA,10,2.16,1971,15
9988,WA,WASHINGTON,RUBELLA,72,2.09,1971,15
9989,WI,WISCONSIN,RUBELLA,74,1.64,1971,15
9990,WV,WEST VIRGINIA,RUBELLA,55,3.06,1971,15
9991,WY,WYOMING,RUBELLA,1,0.29,1971,15
9992,AK,ALASKA,RUBELLA,1,0.31,1971,16
9993,AL,ALABAMA,RUBELLA,3,0.08,1971,16
9994,AR,ARKANSAS,RUBELLA,28,1.39,1971,16
9995,AZ,ARIZONA,RUBELLA,13,0.65,1971,16
9996,CA,CALIFORNIA,RUBELLA,410,1.99,1971,16
9997,CO,COLORADO,RUBELLA,12,0.5,1971,16
9998,CT,CONNECTICUT,RUBELLA,22,0.72,1971,16
9999,DC,DISTRICT OF COLUMBIA,RUBELLA,1,0.13,1971,16
10000,DE,DELAWARE,RUBELLA,3,0.52,1971,16
10001,FL,FLORIDA,RUBELLA,23,0.31,1971,16
10002,HI,HAWAII,RUBELLA,7,0.85,1971,16
10003,IA,IOWA,RUBELLA,28,0.98,1971,16
10004,ID,IDAHO,RUBELLA,0,0.0,1971,16
10005,IL,ILLINOIS,RUBELLA,23,0.2,1971,16
10006,IN,INDIANA,RUBELLA,85,1.6,1971,16
10007,KS,KANSAS,RUBELLA,33,1.46,1971,16
10008,KY,KENTUCKY,RUBELLA,97,2.91,1971,16
10009,LA,LOUISIANA,RUBELLA,28,0.74,1971,16
10010,MA,MASSACHUSETTS,RUBELLA,34,0.59,1971,16
10011,MD,MARYLAND,RUBELLA,2,0.05,1971,16
10012,ME,MAINE,RUBELLA,2,0.19,1971,16
10013,MI,MICHIGAN,RUBELLA,49,0.54,1971,16
10014,MN,MINNESOTA,RUBELLA,7,0.18,1971,16
10015,MO,MISSOURI,RUBELLA,33,0.69,1971,16
10016,MS,MISSISSIPPI,RUBELLA,1,0.04,1971,16
10017,MT,MONTANA,RUBELLA,4,0.56,1971,16
10018,NC,NORTH CAROLINA,RUBELLA,0,0.0,1971,16
10019,ND,NORTH DAKOTA,RUBELLA,3,0.48,1971,16
10020,NE,NEBRASKA,RUBELLA,4,0.26,1971,16
10021,NH,NEW HAMPSHIRE,RUBELLA,5,0.64,1971,16
10022,NJ,NEW JERSEY,RUBELLA,34,0.46,1971,16
10023,NM,NEW MEXICO,RUBELLA,22,2.04,1971,16
10024,NV,NEVADA,RUBELLA,3,0.55,1971,16
10025,NY,NEW YORK,RUBELLA,55,0.3,1971,16
10026,OH,OHIO,RUBELLA,35,0.33,1971,16
10027,OK,OKLAHOMA,RUBELLA,1,0.04,1971,16
10028,OR,OREGON,RUBELLA,35,1.59,1971,16
10029,PA,PENNSYLVANIA,RUBELLA,26,0.22,1971,16
10030,RI,RHODE ISLAND,RUBELLA,3,0.31,1971,16
10031,SC,SOUTH CAROLINA,RUBELLA,18,0.66,1971,16
10032,SD,SOUTH DAKOTA,RUBELLA,2,0.3,1971,16
10033,TN,TENNESSEE,RUBELLA,150,3.66,1971,16
10034,TX,TEXAS,RUBELLA,182,1.55,1971,16
10035,UT,UTAH,RUBELLA,1,0.09,1971,16
10036,VA,VIRGINIA,RUBELLA,1,0.02,1971,16
10037,VT,VERMONT,RUBELLA,5,1.08,1971,16
10038,WA,WASHINGTON,RUBELLA,68,1.97,1971,16
10039,WI,WISCONSIN,RUBELLA,43,0.96,1971,16
10040,WV,WEST VIRGINIA,RUBELLA,28,1.56,1971,16
10041,WY,WYOMING,RUBELLA,0,0.0,1971,16
10042,AK,ALASKA,RUBELLA,2,0.62,1971,17
10043,AL,ALABAMA,RUBELLA,13,0.37,1971,17
10044,AR,ARKANSAS,RUBELLA,2,0.1,1971,17
10045,AZ,ARIZONA,RUBELLA,10,0.5,1971,17
10046,CA,CALIFORNIA,RUBELLA,263,1.28,1971,17
10047,CO,COLORADO,RUBELLA,7,0.29,1971,17
10048,CT,CONNECTICUT,RUBELLA,27,0.88,1971,17
10049,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1971,17
10050,DE,DELAWARE,RUBELLA,9,1.57,1971,17
10051,FL,FLORIDA,RUBELLA,261,3.47,1971,17
10052,HI,HAWAII,RUBELLA,3,0.36,1971,17
10053,IA,IOWA,RUBELLA,16,0.56,1971,17
10054,ID,IDAHO,RUBELLA,0,0.0,1971,17
10055,IL,ILLINOIS,RUBELLA,51,0.45,1971,17
10056,IN,INDIANA,RUBELLA,52,0.98,1971,17
10057,KS,KANSAS,RUBELLA,4,0.18,1971,17
10058,KY,KENTUCKY,RUBELLA,14,0.42,1971,17
10059,LA,LOUISIANA,RUBELLA,33,0.88,1971,17
10060,MA,MASSACHUSETTS,RUBELLA,32,0.56,1971,17
10061,MD,MARYLAND,RUBELLA,6,0.15,1971,17
10062,ME,MAINE,RUBELLA,5,0.48,1971,17
10063,MI,MICHIGAN,RUBELLA,100,1.11,1971,17
10064,MN,MINNESOTA,RUBELLA,10,0.26,1971,17
10065,MO,MISSOURI,RUBELLA,5,0.11,1971,17
10066,MS,MISSISSIPPI,RUBELLA,5,0.22,1971,17
10067,MT,MONTANA,RUBELLA,4,0.56,1971,17
10068,NC,NORTH CAROLINA,RUBELLA,2,0.04,1971,17
10069,ND,NORTH DAKOTA,RUBELLA,7,1.11,1971,17
10070,NE,NEBRASKA,RUBELLA,3,0.2,1971,17
10071,NH,NEW HAMPSHIRE,RUBELLA,6,0.77,1971,17
10072,NJ,NEW JERSEY,RUBELLA,27,0.37,1971,17
10073,NM,NEW MEXICO,RUBELLA,12,1.11,1971,17
10074,NV,NEVADA,RUBELLA,0,0.0,1971,17
10075,NY,NEW YORK,RUBELLA,51,0.28,1971,17
10076,OH,OHIO,RUBELLA,38,0.35,1971,17
10077,OK,OKLAHOMA,RUBELLA,4,0.15,1971,17
10078,OR,OREGON,RUBELLA,32,1.46,1971,17
10079,PA,PENNSYLVANIA,RUBELLA,28,0.24,1971,17
10080,RI,RHODE ISLAND,RUBELLA,2,0.21,1971,17
10081,SC,SOUTH CAROLINA,RUBELLA,18,0.66,1971,17
10082,SD,SOUTH DAKOTA,RUBELLA,1,0.15,1971,17
10083,TN,TENNESSEE,RUBELLA,77,1.88,1971,17
10084,TX,TEXAS,RUBELLA,206,1.75,1971,17
10085,UT,UTAH,RUBELLA,0,0.0,1971,17
10086,VA,VIRGINIA,RUBELLA,4,0.08,1971,17
10087,VT,VERMONT,RUBELLA,1,0.22,1971,17
10088,WA,WASHINGTON,RUBELLA,38,1.1,1971,17
10089,WI,WISCONSIN,RUBELLA,50,1.11,1971,17
10090,WV,WEST VIRGINIA,RUBELLA,49,2.73,1971,17
10091,WY,WYOMING,RUBELLA,270,77.73,1971,17
10092,AK,ALASKA,RUBELLA,2,0.62,1971,18
10093,AL,ALABAMA,RUBELLA,13,0.37,1971,18
10094,AR,ARKANSAS,RUBELLA,7,0.35,1971,18
10095,AZ,ARIZONA,RUBELLA,23,1.15,1971,18
10096,CA,CALIFORNIA,RUBELLA,353,1.71,1971,18
10097,CO,COLORADO,RUBELLA,12,0.5,1971,18
10098,CT,CONNECTICUT,RUBELLA,18,0.59,1971,18
10099,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1971,18
10100,DE,DELAWARE,RUBELLA,0,0.0,1971,18
10101,FL,FLORIDA,RUBELLA,58,0.77,1971,18
10102,HI,HAWAII,RUBELLA,3,0.36,1971,18
10103,IA,IOWA,RUBELLA,34,1.19,1971,18
10104,ID,IDAHO,RUBELLA,3,0.39,1971,18
10105,IL,ILLINOIS,RUBELLA,16,0.14,1971,18
10106,IN,INDIANA,RUBELLA,78,1.47,1971,18
10107,KS,KANSAS,RUBELLA,2,0.09,1971,18
10108,KY,KENTUCKY,RUBELLA,59,1.77,1971,18
10109,LA,LOUISIANA,RUBELLA,1,0.03,1971,18
10110,MA,MASSACHUSETTS,RUBELLA,24,0.42,1971,18
10111,MD,MARYLAND,RUBELLA,6,0.15,1971,18
10112,ME,MAINE,RUBELLA,10,0.97,1971,18
10113,MI,MICHIGAN,RUBELLA,246,2.72,1971,18
10114,MN,MINNESOTA,RUBELLA,0,0.0,1971,18
10115,MO,MISSOURI,RUBELLA,2,0.04,1971,18
10116,MS,MISSISSIPPI,RUBELLA,7,0.3,1971,18
10117,MT,MONTANA,RUBELLA,2,0.28,1971,18
10118,NC,NORTH CAROLINA,RUBELLA,3,0.06,1971,18
10119,ND,NORTH DAKOTA,RUBELLA,9,1.43,1971,18
10120,NE,NEBRASKA,RUBELLA,5,0.33,1971,18
10121,NH,NEW HAMPSHIRE,RUBELLA,6,0.77,1971,18
10122,NJ,NEW JERSEY,RUBELLA,36,0.49,1971,18
10123,NM,NEW MEXICO,RUBELLA,8,0.74,1971,18
10124,NV,NEVADA,RUBELLA,0,0.0,1971,18
10125,NY,NEW YORK,RUBELLA,46,0.25,1971,18
10126,OH,OHIO,RUBELLA,58,0.54,1971,18
10127,OK,OKLAHOMA,RUBELLA,3,0.11,1971,18
10128,OR,OREGON,RUBELLA,43,1.96,1971,18
10129,PA,PENNSYLVANIA,RUBELLA,49,0.41,1971,18
10130,RI,RHODE ISLAND,RUBELLA,3,0.31,1971,18
10131,SC,SOUTH CAROLINA,RUBELLA,5,0.18,1971,18
10132,SD,SOUTH DAKOTA,RUBELLA,2,0.3,1971,18
10133,TN,TENNESSEE,RUBELLA,70,1.71,1971,18
10134,TX,TEXAS,RUBELLA,137,1.17,1971,18
10135,UT,UTAH,RUBELLA,1,0.09,1971,18
10136,VA,VIRGINIA,RUBELLA,3,0.06,1971,18
10137,VT,VERMONT,RUBELLA,7,1.51,1971,18
10138,WA,WASHINGTON,RUBELLA,58,1.68,1971,18
10139,WI,WISCONSIN,RUBELLA,65,1.44,1971,18
10140,WV,WEST VIRGINIA,RUBELLA,30,1.67,1971,18
10141,WY,WYOMING,RUBELLA,5,1.44,1971,18
10142,AK,ALASKA,RUBELLA,0,0.0,1971,19
10143,AL,ALABAMA,RUBELLA,4,0.11,1971,19
10144,AR,ARKANSAS,RUBELLA,5,0.25,1971,19
10145,AZ,ARIZONA,RUBELLA,10,0.5,1971,19
10146,CA,CALIFORNIA,RUBELLA,288,1.4,1971,19
10147,CO,COLORADO,RUBELLA,14,0.58,1971,19
10148,CT,CONNECTICUT,RUBELLA,37,1.21,1971,19
10149,DC,DISTRICT OF COLUMBIA,RUBELLA,1,0.13,1971,19
10150,DE,DELAWARE,RUBELLA,0,0.0,1971,19
10151,FL,FLORIDA,RUBELLA,77,1.03,1971,19
10152,HI,HAWAII,RUBELLA,4,0.48,1971,19
10153,IA,IOWA,RUBELLA,62,2.17,1971,19
10154,ID,IDAHO,RUBELLA,0,0.0,1971,19
10155,IL,ILLINOIS,RUBELLA,70,0.62,1971,19
10156,IN,INDIANA,RUBELLA,160,3.02,1971,19
10157,KS,KANSAS,RUBELLA,8,0.35,1971,19
10158,KY,KENTUCKY,RUBELLA,25,0.75,1971,19
10159,LA,LOUISIANA,RUBELLA,16,0.43,1971,19
10160,MA,MASSACHUSETTS,RUBELLA,58,1.01,1971,19
10161,MD,MARYLAND,RUBELLA,3,0.07,1971,19
10162,ME,MAINE,RUBELLA,28,2.71,1971,19
10163,MI,MICHIGAN,RUBELLA,148,1.64,1971,19
10164,MN,MINNESOTA,RUBELLA,5,0.13,1971,19
10165,MO,MISSOURI,RUBELLA,118,2.48,1971,19
10166,MS,MISSISSIPPI,RUBELLA,0,0.0,1971,19
10167,MT,MONTANA,RUBELLA,3,0.42,1971,19
10168,NC,NORTH CAROLINA,RUBELLA,9,0.17,1971,19
10169,ND,NORTH DAKOTA,RUBELLA,4,0.63,1971,19
10170,NE,NEBRASKA,RUBELLA,16,1.05,1971,19
10171,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1971,19
10172,NJ,NEW JERSEY,RUBELLA,31,0.42,1971,19
10173,NM,NEW MEXICO,RUBELLA,7,0.65,1971,19
10174,NV,NEVADA,RUBELLA,0,0.0,1971,19
10175,NY,NEW YORK,RUBELLA,45,0.25,1971,19
10176,OH,OHIO,RUBELLA,63,0.59,1971,19
10177,OK,OKLAHOMA,RUBELLA,0,0.0,1971,19
10178,OR,OREGON,RUBELLA,32,1.46,1971,19
10179,PA,PENNSYLVANIA,RUBELLA,31,0.26,1971,19
10180,RI,RHODE ISLAND,RUBELLA,3,0.31,1971,19
10181,SC,SOUTH CAROLINA,RUBELLA,27,0.99,1971,19
10182,SD,SOUTH DAKOTA,RUBELLA,54,7.97,1971,19
10183,TN,TENNESSEE,RUBELLA,100,2.44,1971,19
10184,TX,TEXAS,RUBELLA,109,0.93,1971,19
10185,UT,UTAH,RUBELLA,3,0.26,1971,19
10186,VA,VIRGINIA,RUBELLA,8,0.17,1971,19
10187,VT,VERMONT,RUBELLA,0,0.0,1971,19
10188,WA,WASHINGTON,RUBELLA,127,3.68,1971,19
10189,WI,WISCONSIN,RUBELLA,50,1.11,1971,19
10190,WV,WEST VIRGINIA,RUBELLA,14,0.78,1971,19
10191,WY,WYOMING,RUBELLA,18,5.18,1971,19
10192,AK,ALASKA,RUBELLA,4,1.23,1971,20
10193,AL,ALABAMA,RUBELLA,12,0.34,1971,20
10194,AR,ARKANSAS,RUBELLA,0,0.0,1971,20
10195,AZ,ARIZONA,RUBELLA,24,1.2,1971,20
10196,CA,CALIFORNIA,RUBELLA,382,1.86,1971,20
10197,CO,COLORADO,RUBELLA,12,0.5,1971,20
10198,CT,CONNECTICUT,RUBELLA,35,1.14,1971,20
10199,DC,DISTRICT OF COLUMBIA,RUBELLA,2,0.27,1971,20
10200,DE,DELAWARE,RUBELLA,3,0.52,1971,20
10201,FL,FLORIDA,RUBELLA,223,2.97,1971,20
10202,HI,HAWAII,RUBELLA,2,0.24,1971,20
10203,IA,IOWA,RUBELLA,23,0.8,1971,20
10204,ID,IDAHO,RUBELLA,0,0.0,1971,20
10205,IL,ILLINOIS,RUBELLA,25,0.22,1971,20
10206,IN,INDIANA,RUBELLA,152,2.87,1971,20
10207,KS,KANSAS,RUBELLA,3,0.13,1971,20
10208,KY,KENTUCKY,RUBELLA,40,1.2,1971,20
10209,LA,LOUISIANA,RUBELLA,4,0.11,1971,20
10210,MA,MASSACHUSETTS,RUBELLA,53,0.92,1971,20
10211,MD,MARYLAND,RUBELLA,6,0.15,1971,20
10212,ME,MAINE,RUBELLA,12,1.16,1971,20
10213,MI,MICHIGAN,RUBELLA,91,1.01,1971,20
10214,MN,MINNESOTA,RUBELLA,26,0.67,1971,20
10215,MO,MISSOURI,RUBELLA,6,0.13,1971,20
10216,MS,MISSISSIPPI,RUBELLA,0,0.0,1971,20
10217,MT,MONTANA,RUBELLA,0,0.0,1971,20
10218,NC,NORTH CAROLINA,RUBELLA,1,0.02,1971,20
10219,ND,NORTH DAKOTA,RUBELLA,2,0.32,1971,20
10220,NE,NEBRASKA,RUBELLA,9,0.59,1971,20
10221,NH,NEW HAMPSHIRE,RUBELLA,3,0.38,1971,20
10222,NJ,NEW JERSEY,RUBELLA,34,0.46,1971,20
10223,NM,NEW MEXICO,RUBELLA,10,0.93,1971,20
10224,NV,NEVADA,RUBELLA,1,0.18,1971,20
10225,NY,NEW YORK,RUBELLA,44,0.24,1971,20
10226,OH,OHIO,RUBELLA,21,0.2,1971,20
10227,OK,OKLAHOMA,RUBELLA,1,0.04,1971,20
10228,OR,OREGON,RUBELLA,28,1.27,1971,20
10229,PA,PENNSYLVANIA,RUBELLA,83,0.7,1971,20
10230,RI,RHODE ISLAND,RUBELLA,8,0.82,1971,20
10231,SC,SOUTH CAROLINA,RUBELLA,10,0.37,1971,20
10232,SD,SOUTH DAKOTA,RUBELLA,4,0.59,1971,20
10233,TN,TENNESSEE,RUBELLA,119,2.91,1971,20
10234,TX,TEXAS,RUBELLA,123,1.05,1971,20
10235,UT,UTAH,RUBELLA,0,0.0,1971,20
10236,VA,VIRGINIA,RUBELLA,13,0.27,1971,20
10237,VT,VERMONT,RUBELLA,6,1.3,1971,20
10238,WA,WASHINGTON,RUBELLA,81,2.35,1971,20
10239,WI,WISCONSIN,RUBELLA,47,1.04,1971,20
10240,WV,WEST VIRGINIA,RUBELLA,17,0.95,1971,20
10241,WY,WYOMING,RUBELLA,0,0.0,1971,20
10242,AK,ALASKA,RUBELLA,0,0.0,1971,21
10243,AL,ALABAMA,RUBELLA,21,0.59,1971,21
10244,AR,ARKANSAS,RUBELLA,7,0.35,1971,21
10245,AZ,ARIZONA,RUBELLA,13,0.65,1971,21
10246,CA,CALIFORNIA,RUBELLA,355,1.72,1971,21
10247,CO,COLORADO,RUBELLA,10,0.42,1971,21
10248,CT,CONNECTICUT,RUBELLA,8,0.26,1971,21
10249,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1971,21
10250,DE,DELAWARE,RUBELLA,1,0.17,1971,21
10251,FL,FLORIDA,RUBELLA,25,0.33,1971,21
10252,HI,HAWAII,RUBELLA,0,0.0,1971,21
10253,IA,IOWA,RUBELLA,14,0.49,1971,21
10254,ID,IDAHO,RUBELLA,0,0.0,1971,21
10255,IL,ILLINOIS,RUBELLA,28,0.25,1971,21
10256,IN,INDIANA,RUBELLA,47,0.89,1971,21
10257,KS,KANSAS,RUBELLA,8,0.35,1971,21
10258,KY,KENTUCKY,RUBELLA,40,1.2,1971,21
10259,LA,LOUISIANA,RUBELLA,1,0.03,1971,21
10260,MA,MASSACHUSETTS,RUBELLA,67,1.16,1971,21
10261,MD,MARYLAND,RUBELLA,7,0.17,1971,21
10262,ME,MAINE,RUBELLA,3,0.29,1971,21
10263,MI,MICHIGAN,RUBELLA,153,1.69,1971,21
10264,MN,MINNESOTA,RUBELLA,7,0.18,1971,21
10265,MO,MISSOURI,RUBELLA,7,0.15,1971,21
10266,MS,MISSISSIPPI,RUBELLA,1,0.04,1971,21
10267,MT,MONTANA,RUBELLA,3,0.42,1971,21
10268,NC,NORTH CAROLINA,RUBELLA,2,0.04,1971,21
10269,ND,NORTH DAKOTA,RUBELLA,0,0.0,1971,21
10270,NE,NEBRASKA,RUBELLA,4,0.26,1971,21
10271,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1971,21
10272,NJ,NEW JERSEY,RUBELLA,45,0.61,1971,21
10273,NM,NEW MEXICO,RUBELLA,0,0.0,1971,21
10274,NV,NEVADA,RUBELLA,0,0.0,1971,21
10275,NY,NEW YORK,RUBELLA,28,0.15,1971,21
10276,OH,OHIO,RUBELLA,49,0.46,1971,21
10277,OK,OKLAHOMA,RUBELLA,1,0.04,1971,21
10278,OR,OREGON,RUBELLA,34,1.55,1971,21
10279,PA,PENNSYLVANIA,RUBELLA,47,0.39,1971,21
10280,RI,RHODE ISLAND,RUBELLA,4,0.41,1971,21
10281,SC,SOUTH CAROLINA,RUBELLA,14,0.51,1971,21
10282,SD,SOUTH DAKOTA,RUBELLA,2,0.3,1971,21
10283,TN,TENNESSEE,RUBELLA,66,1.61,1971,21
10284,TX,TEXAS,RUBELLA,17,0.14,1971,21
10285,UT,UTAH,RUBELLA,1,0.09,1971,21
10286,VA,VIRGINIA,RUBELLA,8,0.17,1971,21
10287,VT,VERMONT,RUBELLA,2,0.43,1971,21
10288,WA,WASHINGTON,RUBELLA,29,0.84,1971,21
10289,WI,WISCONSIN,RUBELLA,46,1.02,1971,21
10290,WV,WEST VIRGINIA,RUBELLA,45,2.5,1971,21
10291,WY,WYOMING,RUBELLA,6,1.73,1971,21
10292,AK,ALASKA,RUBELLA,0,0.0,1971,22
10293,AL,ALABAMA,RUBELLA,13,0.37,1971,22
10294,AR,ARKANSAS,RUBELLA,2,0.1,1971,22
10295,AZ,ARIZONA,RUBELLA,12,0.6,1971,22
10296,CA,CALIFORNIA,RUBELLA,341,1.66,1971,22
10297,CO,COLORADO,RUBELLA,22,0.91,1971,22
10298,CT,CONNECTICUT,RUBELLA,10,0.33,1971,22
10299,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1971,22
10300,DE,DELAWARE,RUBELLA,3,0.52,1971,22
10301,FL,FLORIDA,RUBELLA,37,0.49,1971,22
10302,HI,HAWAII,RUBELLA,7,0.85,1971,22
10303,IA,IOWA,RUBELLA,39,1.36,1971,22
10304,ID,IDAHO,RUBELLA,2,0.26,1971,22
10305,IL,ILLINOIS,RUBELLA,40,0.36,1971,22
10306,IN,INDIANA,RUBELLA,185,3.49,1971,22
10307,KS,KANSAS,RUBELLA,15,0.66,1971,22
10308,KY,KENTUCKY,RUBELLA,15,0.45,1971,22
10309,LA,LOUISIANA,RUBELLA,0,0.0,1971,22
10310,MA,MASSACHUSETTS,RUBELLA,31,0.54,1971,22
10311,MD,MARYLAND,RUBELLA,3,0.07,1971,22
10312,ME,MAINE,RUBELLA,16,1.55,1971,22
10313,MI,MICHIGAN,RUBELLA,119,1.32,1971,22
10314,MN,MINNESOTA,RUBELLA,11,0.28,1971,22
10315,MO,MISSOURI,RUBELLA,1,0.02,1971,22
10316,MS,MISSISSIPPI,RUBELLA,2,0.09,1971,22
10317,MT,MONTANA,RUBELLA,0,0.0,1971,22
10318,NC,NORTH CAROLINA,RUBELLA,2,0.04,1971,22
10319,ND,NORTH DAKOTA,RUBELLA,1,0.16,1971,22
10320,NE,NEBRASKA,RUBELLA,0,0.0,1971,22
10321,NH,NEW HAMPSHIRE,RUBELLA,2,0.26,1971,22
10322,NJ,NEW JERSEY,RUBELLA,15,0.2,1971,22
10323,NM,NEW MEXICO,RUBELLA,4,0.37,1971,22
10324,NV,NEVADA,RUBELLA,0,0.0,1971,22
10325,NY,NEW YORK,RUBELLA,29,0.16,1971,22
10326,OH,OHIO,RUBELLA,13,0.12,1971,22
10327,OK,OKLAHOMA,RUBELLA,2,0.08,1971,22
10328,OR,OREGON,RUBELLA,25,1.14,1971,22
10329,PA,PENNSYLVANIA,RUBELLA,55,0.46,1971,22
10330,RI,RHODE ISLAND,RUBELLA,6,0.62,1971,22
10331,SC,SOUTH CAROLINA,RUBELLA,6,0.22,1971,22
10332,SD,SOUTH DAKOTA,RUBELLA,1,0.15,1971,22
10333,TN,TENNESSEE,RUBELLA,171,4.18,1971,22
10334,TX,TEXAS,RUBELLA,152,1.29,1971,22
10335,UT,UTAH,RUBELLA,11,0.97,1971,22
10336,VA,VIRGINIA,RUBELLA,7,0.15,1971,22
10337,VT,VERMONT,RUBELLA,2,0.43,1971,22
10338,WA,WASHINGTON,RUBELLA,0,0.0,1971,22
10339,WI,WISCONSIN,RUBELLA,63,1.4,1971,22
10340,WV,WEST VIRGINIA,RUBELLA,24,1.34,1971,22
10341,WY,WYOMING,RUBELLA,2,0.58,1971,22
10342,AK,ALASKA,RUBELLA,0,0.0,1971,23
10343,AL,ALABAMA,RUBELLA,6,0.17,1971,23
10344,AR,ARKANSAS,RUBELLA,4,0.2,1971,23
10345,AZ,ARIZONA,RUBELLA,13,0.65,1971,23
10346,CA,CALIFORNIA,RUBELLA,291,1.41,1971,23
10347,CO,COLORADO,RUBELLA,2,0.08,1971,23
10348,CT,CONNECTICUT,RUBELLA,6,0.2,1971,23
10349,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1971,23
10350,DE,DELAWARE,RUBELLA,0,0.0,1971,23
10351,FL,FLORIDA,RUBELLA,37,0.49,1971,23
10352,HI,HAWAII,RUBELLA,5,0.6,1971,23
10353,IA,IOWA,RUBELLA,5,0.17,1971,23
10354,ID,IDAHO,RUBELLA,1,0.13,1971,23
10355,IL,ILLINOIS,RUBELLA,93,0.83,1971,23
10356,IN,INDIANA,RUBELLA,198,3.73,1971,23
10357,KS,KANSAS,RUBELLA,0,0.0,1971,23
10358,KY,KENTUCKY,RUBELLA,29,0.87,1971,23
10359,LA,LOUISIANA,RUBELLA,0,0.0,1971,23
10360,MA,MASSACHUSETTS,RUBELLA,34,0.59,1971,23
10361,MD,MARYLAND,RUBELLA,1,0.02,1971,23
10362,ME,MAINE,RUBELLA,0,0.0,1971,23
10363,MI,MICHIGAN,RUBELLA,81,0.9,1971,23
10364,MN,MINNESOTA,RUBELLA,1,0.03,1971,23
10365,MO,MISSOURI,RUBELLA,50,1.05,1971,23
10366,MS,MISSISSIPPI,RUBELLA,0,0.0,1971,23
10367,MT,MONTANA,RUBELLA,0,0.0,1971,23
10368,NC,NORTH CAROLINA,RUBELLA,1,0.02,1971,23
10369,ND,NORTH DAKOTA,RUBELLA,1,0.16,1971,23
10370,NE,NEBRASKA,RUBELLA,1,0.07,1971,23
10371,NH,NEW HAMPSHIRE,RUBELLA,4,0.51,1971,23
10372,NJ,NEW JERSEY,RUBELLA,20,0.27,1971,23
10373,NM,NEW MEXICO,RUBELLA,1,0.09,1971,23
10374,NV,NEVADA,RUBELLA,0,0.0,1971,23
10375,NY,NEW YORK,RUBELLA,31,0.17,1971,23
10376,OH,OHIO,RUBELLA,39,0.36,1971,23
10377,OK,OKLAHOMA,RUBELLA,3,0.11,1971,23
10378,OR,OREGON,RUBELLA,35,1.59,1971,23
10379,PA,PENNSYLVANIA,RUBELLA,46,0.39,1971,23
10380,RI,RHODE ISLAND,RUBELLA,2,0.21,1971,23
10381,SC,SOUTH CAROLINA,RUBELLA,4,0.15,1971,23
10382,SD,SOUTH DAKOTA,RUBELLA,0,0.0,1971,23
10383,TN,TENNESSEE,RUBELLA,75,1.83,1971,23
10384,TX,TEXAS,RUBELLA,56,0.48,1971,23
10385,UT,UTAH,RUBELLA,3,0.26,1971,23
10386,VA,VIRGINIA,RUBELLA,1,0.02,1971,23
10387,VT,VERMONT,RUBELLA,1,0.22,1971,23
10388,WA,WASHINGTON,RUBELLA,45,1.31,1971,23
10389,WI,WISCONSIN,RUBELLA,53,1.18,1971,23
10390,WV,WEST VIRGINIA,RUBELLA,18,1.0,1971,23
